                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.25891,                0.25571,                 0.9322,                0.73774,                0.79723,                0.76968,                 0.7085,                0.22065,                0.56519,                0.66976,             0.00068392,             0.00068392,             0.00068392
                    161,                0.24003,                0.24612,                0.91158,                0.77729,                0.75421,                0.73416,                0.68174,                0.23374,                0.67268,                0.70265,              0.0006792,              0.0006792,              0.0006792
                    162,                0.25395,                0.28081,                0.92266,                0.92387,                0.70822,                0.77804,                0.70223,                0.26738,                0.50227,                0.71959,             0.00067449,             0.00067449,             0.00067449
                    163,                0.24849,                0.26001,                 0.9167,                 0.9024,                0.75421,                0.80986,                0.73748,                 0.3016,                0.52532,                 0.7464,             0.00066977,             0.00066977,             0.00066977
                    164,                0.24663,                 0.3177,                0.91273,                0.90287,                0.81481,                0.81948,                0.73064,                 0.2444,                0.50625,                0.70728,             0.00066506,             0.00066506,             0.00066506
                    165,                0.25868,                0.26873,                0.92113,                0.89585,                0.81934,                0.93283,                0.85089,                0.23038,                0.34847,                 0.7002,             0.00066034,             0.00066034,             0.00066034
                    166,                0.25763,                0.26527,                 0.9294,                0.82001,                0.60502,                0.74678,                0.41115,                 2.5152,                 1.6041,                 3.9015,             0.00065563,             0.00065563,             0.00065563
                    167,                0.25618,                0.25751,                0.91967,                0.79458,                0.87642,                0.96767,                0.85438,                0.26846,                 0.4746,                0.72238,             0.00065091,             0.00065091,             0.00065091
                    168,                0.26232,                0.25951,                0.92771,                0.88018,                 0.8198,                0.86289,                0.76451,                0.22999,                0.44457,                0.70582,             0.00064619,             0.00064619,             0.00064619
                    169,                0.26714,                0.27735,                0.94537,                  0.879,                0.81924,                0.87611,                0.76576,                0.24731,                0.43886,                0.69856,             0.00064148,             0.00064148,             0.00064148
                    170,                0.26681,                0.27582,                0.92441,                0.87819,                0.78811,                0.92229,                0.81127,                0.24776,                0.42831,                0.68679,             0.00063676,             0.00063676,             0.00063676
                    171,                 0.2595,                 0.2738,                0.92127,                0.82849,                0.87651,                0.92018,                0.80691,                0.26455,                0.38438,                0.71446,             0.00063205,             0.00063205,             0.00063205
                    172,                0.26287,                0.25996,                0.92925,                 0.8895,                0.81407,                0.80078,                0.71463,                0.27515,                0.62102,                0.71346,             0.00062733,             0.00062733,             0.00062733
                    173,                0.26472,                0.26823,                0.92362,                 0.8083,                0.81481,                0.82233,                0.73084,                0.27519,                 0.7405,                0.71072,             0.00062262,             0.00062262,             0.00062262
                    174,                0.24712,                0.26204,                0.92149,                0.83049,                0.81412,                0.77463,                0.70026,                0.22836,                0.47376,                0.69647,              0.0006179,              0.0006179,              0.0006179
                    175,                0.24969,                0.26117,                0.93232,                0.89201,                0.81481,                0.84355,                0.74672,                0.26513,                0.47222,                0.71416,             0.00061318,             0.00061318,             0.00061318
                    176,                0.27002,                0.27466,                 0.9459,                0.84633,                0.81481,                0.80031,                0.69785,                0.24222,                0.82423,                0.69833,             0.00060847,             0.00060847,             0.00060847
                    177,                 0.2528,                0.27069,                0.92215,                0.60874,                0.84578,                0.76043,                0.67076,                0.21093,                 1.0361,                0.67161,             0.00060375,             0.00060375,             0.00060375
                    178,                0.25274,                0.24638,                0.92368,                0.80646,                0.74917,                0.78255,                0.68823,                0.24297,                0.54671,                0.68828,             0.00059904,             0.00059904,             0.00059904
                    179,                0.24759,                0.25161,                0.92009,                0.80636,                0.83907,                0.92196,                0.83233,                0.22288,                 0.4274,                0.68706,             0.00059432,             0.00059432,             0.00059432
                    180,                0.24632,                0.25073,                0.92296,                0.73764,                0.84993,                0.89377,                0.78454,                0.21519,                0.46834,                0.67459,             0.00058961,             0.00058961,             0.00058961
                    181,                0.27862,                  0.258,                0.95649,                0.76213,                0.92244,                0.92519,                0.81983,                0.25564,                0.47186,                0.71588,             0.00058489,             0.00058489,             0.00058489
                    182,                  0.253,                0.24733,                0.92814,                0.80577,                0.78132,                 0.7808,                0.70768,                0.23318,                0.55772,                0.69515,             0.00058017,             0.00058017,             0.00058017
                    183,                 0.2501,                0.24604,                0.91059,                0.89576,                0.75735,                 0.8197,                0.72544,                0.25797,                0.52599,                0.71248,             0.00057546,             0.00057546,             0.00057546
                    184,                0.26564,                0.25704,                0.93485,                0.90914,                0.78451,                0.88689,                0.78104,                0.25167,                0.42058,                0.70554,             0.00057074,             0.00057074,             0.00057074
                    185,                 0.2472,                0.23425,                0.91515,                0.80835,                0.75086,                0.81044,                0.72357,                0.22246,                 0.5475,                0.66796,             0.00056603,             0.00056603,             0.00056603
                    186,                0.24411,                0.24685,                0.91979,                0.76149,                0.92593,                0.98305,                0.85887,                0.21903,                0.35011,                0.68478,             0.00056131,             0.00056131,             0.00056131
                    187,                0.23732,                0.25186,                0.91109,                0.91516,                0.78023,                0.80042,                0.70117,                0.23888,                0.46693,                0.70565,              0.0005566,              0.0005566,              0.0005566
                    188,                0.23953,                0.21966,                0.92984,                0.86366,                0.78451,                0.83269,                0.73866,                0.22776,                0.52975,                0.70695,             0.00055188,             0.00055188,             0.00055188
                    189,                 0.2619,                0.25629,                0.93249,                0.79502,                0.80369,                0.84138,                0.73353,                0.23744,                 0.5807,                0.69198,             0.00054716,             0.00054716,             0.00054716
                    190,                0.26239,                0.27153,                0.92765,                0.81836,                0.79656,                0.86109,                0.76437,                 0.2477,                0.51069,                 0.7208,             0.00054245,             0.00054245,             0.00054245
                    191,                0.24836,                0.24647,                   0.92,                0.87608,                0.80537,                0.86784,                0.76496,                 0.2584,                0.48395,                0.71889,             0.00053773,             0.00053773,             0.00053773
                    192,                0.25029,                0.22462,                0.91331,                0.85804,                0.75118,                0.78709,                0.69638,                0.21598,                0.54936,                0.70379,             0.00053302,             0.00053302,             0.00053302
                    193,                0.25393,                0.25191,                 0.9298,                0.89509,                0.75012,                0.82221,                0.72494,                 0.2607,                0.50258,                0.74544,              0.0005283,              0.0005283,              0.0005283
                    194,                0.23449,                0.24644,                0.90584,                0.91145,                0.81481,                0.78165,                0.69484,                0.23403,                0.47998,                0.73692,             0.00052359,             0.00052359,             0.00052359
                    195,                0.23208,                0.23107,                0.91885,                0.91053,                0.81481,                 0.8327,                0.73646,                0.24991,                0.47286,                0.72966,             0.00051887,             0.00051887,             0.00051887
                    196,                0.24029,                0.23255,                0.90929,                0.91205,                0.81481,                0.88275,                0.76807,                0.25923,                0.47174,                0.72698,             0.00051415,             0.00051415,             0.00051415
                    197,                0.24436,                0.23064,                0.91771,                0.91463,                0.78729,                0.94411,                0.83756,                0.22977,                0.38575,                0.71564,             0.00050944,             0.00050944,             0.00050944
                    198,                0.23986,                0.23429,                 0.9151,                0.90269,                0.78969,                0.93452,                0.82156,                0.24163,                0.40255,                0.70186,             0.00050472,             0.00050472,             0.00050472
                    199,                0.24977,                0.23323,                0.92395,                0.83896,                0.83888,                0.92841,                0.80094,                0.27162,                0.46343,                 0.7429,             0.00050001,             0.00050001,             0.00050001
                    200,                0.24995,                0.23603,                0.93643,                0.84423,                0.80923,                  0.821,                0.74288,                0.24061,                0.44789,                0.70172,             0.00049529,             0.00049529,             0.00049529
                    201,                0.23485,                0.27841,                0.91884,                0.90186,                0.81798,                0.88705,                0.79589,                0.27278,                0.42165,                 0.7014,             0.00049058,             0.00049058,             0.00049058
                    202,                0.24572,                0.25103,                0.92618,                0.88894,                0.81481,                0.79495,                0.71902,                0.23473,                0.42929,                0.68249,             0.00048586,             0.00048586,             0.00048586
                    203,                0.23858,                0.23661,                0.92071,                0.89954,                0.81481,                0.77793,                0.69154,                0.24445,                0.43922,                0.70851,             0.00048114,             0.00048114,             0.00048114
                    204,                0.23448,                0.23172,                0.90108,                0.89824,                0.81201,                0.81582,                0.72987,                0.22494,                0.41702,                0.72231,             0.00047643,             0.00047643,             0.00047643
                    205,                0.24603,                0.26457,                0.92156,                0.78903,                0.81481,                0.76776,                0.70026,                0.21531,                0.55276,                0.70167,             0.00047171,             0.00047171,             0.00047171
                    206,                0.22895,                 0.2249,                0.90694,                0.79215,                0.84096,                0.87043,                 0.7759,                0.25346,                0.48178,                0.69041,               0.000467,               0.000467,               0.000467
                    207,                0.23756,                0.24016,                0.91092,                0.82237,                0.83995,                0.92804,                0.83426,                0.27524,                0.37325,                0.70982,             0.00046228,             0.00046228,             0.00046228
                    208,                0.22672,                0.23643,                0.90046,                0.93082,                 0.6936,                0.88419,                0.80386,                0.24068,                0.43432,                0.69546,             0.00045757,             0.00045757,             0.00045757
                    209,                0.22804,                0.20648,                0.90474,                0.89002,                0.69441,                0.88107,                0.79744,                0.22146,                0.38671,                0.69419,             0.00045285,             0.00045285,             0.00045285
                    210,                0.23225,                0.24125,                0.92094,                0.87137,                0.75778,                0.82688,                0.74686,                0.21581,                0.44596,                0.69401,             0.00044813,             0.00044813,             0.00044813
                    211,                0.23808,                0.25252,                0.92525,                0.73098,                0.52322,                0.57157,                 0.2802,                 2.5572,                 1.5762,                 3.1511,             0.00044342,             0.00044342,             0.00044342
                    212,                0.23776,                 0.2264,                0.92748,                0.85626,                0.78451,                0.81504,                0.73181,                0.24378,                0.50707,                0.71644,              0.0004387,              0.0004387,              0.0004387
                    213,                0.24278,                0.22886,                0.92416,                 0.8704,                0.78451,                0.82834,                0.72954,                0.25688,                0.45675,                0.71926,             0.00043399,             0.00043399,             0.00043399
                    214,                0.24585,                0.23197,                0.92218,                0.88528,                0.83979,                0.91185,                0.80899,                0.26435,                 0.3969,                0.70527,             0.00042927,             0.00042927,             0.00042927
                    215,                0.23613,                0.23769,                0.92095,                0.90874,                 0.7658,                0.90078,                0.79642,                0.26475,                0.39189,                0.71371,             0.00042456,             0.00042456,             0.00042456
                    216,                0.22878,                0.22533,                0.91437,                0.84842,                0.81181,                0.82248,                0.73823,                0.24271,                0.44165,                0.71205,             0.00041984,             0.00041984,             0.00041984
                    217,                0.23692,                0.23979,                0.91635,                0.88521,                0.78862,                0.75735,                0.66946,                 0.2632,                0.52259,                0.70921,             0.00041512,             0.00041512,             0.00041512
                    218,                0.24519,                0.23943,                0.92939,                0.89628,                0.78942,                0.76159,                0.67889,                0.23022,                0.52158,                0.69078,             0.00041041,             0.00041041,             0.00041041
                    219,                0.24491,                0.24459,                0.92045,                0.87695,                0.81481,                0.83259,                0.72606,                0.26886,                0.49779,                0.71169,             0.00040569,             0.00040569,             0.00040569
