                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.39697,                0.62349,                0.98521,                0.78841,                0.91691,                0.98822,                0.82603,                0.46965,                 1.1561,                0.97973,               0.001363,               0.001363,               0.001363
                     17,                0.38486,                0.60821,                0.98998,                0.90554,                0.72819,                0.84557,                0.57426,                 1.0463,                 1.2123,                 1.4284,              0.0013583,              0.0013583,              0.0013583
                     18,                0.38829,                0.58856,                0.99439,                0.88381,                0.98731,                0.98833,                 0.7015,                0.66531,                0.68717,                 1.1146,              0.0013535,              0.0013535,              0.0013535
                     19,                0.37438,                0.58446,                0.98472,                0.60174,                0.50842,                0.46332,                0.12734,                 2.6464,                  4.035,                  3.617,              0.0013488,              0.0013488,              0.0013488
                     20,                 0.3787,                0.55333,                0.97991,                0.89943,                0.92897,                0.98522,                0.85405,                 0.5021,                0.48358,                0.95148,              0.0013441,              0.0013441,              0.0013441
                     21,                0.37608,                0.55681,                0.97827,                0.48475,                0.36027,                0.50293,                0.27235,                 2.1083,                 2.8141,                 3.1497,              0.0013394,              0.0013394,              0.0013394
                     22,                0.38677,                0.53261,                 1.0021,                0.90242,                0.88047,                 0.9819,                0.83304,                0.56258,                0.48782,                0.98772,              0.0013347,              0.0013347,              0.0013347
                     23,                 0.3755,                0.51401,                0.97768,                0.59997,                0.88868,                0.83251,                0.71351,                0.52979,                0.83956,                 0.9599,                0.00133,                0.00133,                0.00133
                     24,                0.33505,                0.50623,                0.96512,                0.95845,                0.84114,                  0.965,                0.84464,                0.49119,                0.60241,                0.86693,              0.0013253,              0.0013253,              0.0013253
                     25,                0.35974,                0.50759,                0.97407,                0.85958,                0.59052,                0.69323,                0.54547,                0.81036,                 1.0739,                 1.2126,              0.0013205,              0.0013205,              0.0013205
                     26,                0.35873,                0.51779,                0.97823,                0.95637,                0.83047,                  0.995,                0.83313,                0.56634,                 0.6536,                0.97149,              0.0013158,              0.0013158,              0.0013158
                     27,                0.35713,                0.49435,                0.99332,                 0.9409,                  0.712,                0.89384,                0.70126,                0.90755,                0.83102,                 1.1408,              0.0013111,              0.0013111,              0.0013111
                     28,                 0.3639,                 0.5004,                0.99227,                0.93227,                0.96098,                  0.995,                 0.8812,                0.44553,                0.35766,                0.88635,              0.0013064,              0.0013064,              0.0013064
                     29,                0.35815,                0.47849,                0.97519,                0.72517,                      1,                0.93115,                 0.8055,                0.37294,                0.43925,                0.79813,              0.0013017,              0.0013017,              0.0013017
                     30,                0.37475,                0.51062,                0.98605,                0.90497,                0.72731,                0.85814,                0.49222,                 1.6795,                 1.0829,                 1.9971,               0.001297,               0.001297,               0.001297
                     31,                0.36372,                0.47308,                0.97233,                0.92222,                0.82037,                  0.995,                0.85444,                0.31495,                0.40321,                0.76732,              0.0012922,              0.0012922,              0.0012922
                     32,                0.36362,                 0.4569,                0.98296,                0.84075,                0.92001,                 0.9794,                0.85805,                0.38581,                0.46717,                0.84716,              0.0012875,              0.0012875,              0.0012875
                     33,                0.36148,                0.46222,                0.98667,                0.94952,                0.86192,                  0.995,                0.89029,                0.35117,                0.35654,                0.81694,              0.0012828,              0.0012828,              0.0012828
                     34,                0.33705,                0.46893,                0.97157,                0.56039,                0.84149,                 0.7882,                0.66764,                0.48422,                 2.7565,                0.93871,              0.0012781,              0.0012781,              0.0012781
                     35,                0.33162,                0.45018,                0.97517,                0.62521,                0.77233,                0.78403,                0.67771,                 0.4101,                 1.2667,                0.84061,              0.0012734,              0.0012734,              0.0012734
                     36,                0.33414,                0.45706,                0.96536,                0.85084,                0.97111,                  0.995,                0.85994,                0.39107,                0.37865,                0.84087,              0.0012687,              0.0012687,              0.0012687
                     37,                0.32933,                0.41093,                0.97091,                0.97805,                0.99233,                  0.995,                0.87532,                0.33828,                 0.2818,                0.75886,               0.001264,               0.001264,               0.001264
                     38,                0.35184,                0.46337,                0.99773,                0.72709,                0.79125,                0.86822,                0.77253,                0.33634,                0.74946,                0.79633,              0.0012592,              0.0012592,              0.0012592
                     39,                0.32682,                0.42713,                0.96109,                0.97056,                0.81688,                0.96575,                0.85923,                0.36386,                0.47818,                0.82973,              0.0012545,              0.0012545,              0.0012545
                     40,                 0.3358,                0.42544,                0.98102,                0.93073,                0.68346,                0.77796,                0.69067,                0.35522,                0.78756,                0.83378,              0.0012498,              0.0012498,              0.0012498
                     41,                0.32181,                0.39245,                 0.9546,                0.50112,                0.82377,                0.85716,                0.61019,                 1.0506,                 1.6797,                 1.9258,              0.0012451,              0.0012451,              0.0012451
                     42,                0.32506,                0.41684,                0.96843,                0.75492,                0.78917,                0.85254,                0.71204,                0.40756,                0.75731,                0.88454,              0.0012404,              0.0012404,              0.0012404
                     43,                0.33652,                0.41669,                0.98474,                0.82683,                0.96296,                0.98033,                0.87962,                0.33481,                0.35008,                0.78279,              0.0012357,              0.0012357,              0.0012357
                     44,                0.33033,                0.40037,                0.97247,                0.82185,                0.76683,                0.93038,                0.70454,                 1.2051,                0.94635,                 1.4306,              0.0012309,              0.0012309,              0.0012309
                     45,                0.33379,                0.42618,                0.96561,                0.69361,                0.86327,                0.79342,                0.40157,                 1.8747,                 1.2884,                 2.6364,              0.0012262,              0.0012262,              0.0012262
                     46,                0.33256,                0.39502,                 0.9632,                0.87413,                0.83007,                0.85277,                 0.7225,                0.40039,                0.60916,                0.83463,              0.0012215,              0.0012215,              0.0012215
                     47,                0.34628,                0.40175,                 0.9873,                0.89701,                0.82496,                0.90715,                0.79406,                0.39037,                0.51225,                0.90465,              0.0012168,              0.0012168,              0.0012168
                     48,                0.32969,                0.38261,                0.97345,                0.83897,                0.87272,                0.92972,                 0.8224,                0.35903,                0.45592,                0.82158,              0.0012121,              0.0012121,              0.0012121
                     49,                0.32761,                0.39758,                0.98885,                0.44949,                0.68712,                0.68246,                0.19363,                  2.844,                 3.2713,                 5.2069,              0.0012074,              0.0012074,              0.0012074
                     50,                0.30965,                0.39632,                0.95702,                0.61576,                0.94901,                0.93782,                0.79074,                0.42109,                 1.4168,                0.90004,              0.0012026,              0.0012026,              0.0012026
                     51,                0.31569,                0.39456,                0.95968,                0.93266,                0.78789,                0.97195,                0.86369,                0.40567,                0.70921,                0.88606,              0.0011979,              0.0011979,              0.0011979
                     52,                0.34068,                0.40733,                0.97049,                0.91612,                0.78917,                0.89976,                0.78613,                0.35834,                0.51169,                0.84513,              0.0011932,              0.0011932,              0.0011932
                     53,                0.31609,                 0.3995,                0.95276,                0.75603,                0.64975,                0.77133,                0.64631,                 0.7055,                  2.462,                 1.2846,              0.0011885,              0.0011885,              0.0011885
                     54,                0.31771,                0.38661,                0.96964,                0.76509,                0.66796,                0.86352,                0.65037,                0.97567,                0.84277,                 1.5178,              0.0011838,              0.0011838,              0.0011838
                     55,                 0.3203,                0.38832,                0.96829,                 0.7825,                0.90225,                 0.9649,                0.87296,                0.33356,                0.52634,                0.76387,              0.0011791,              0.0011791,              0.0011791
                     56,                0.31091,                0.38074,                0.95778,                0.72086,                0.72572,                0.81361,                0.28481,                 2.5423,                 1.4652,                 4.1617,              0.0011744,              0.0011744,              0.0011744
                     57,                 0.3033,                0.38309,                0.95061,                 0.9083,                0.78451,                0.87795,                0.79725,                0.29015,                0.51445,                0.77222,              0.0011696,              0.0011696,              0.0011696
                     58,                0.32846,                0.38845,                 0.9685,                0.92179,                0.78669,                0.90894,                0.81527,                 0.3396,                0.41987,                 0.7722,              0.0011649,              0.0011649,              0.0011649
                     59,                0.31709,                0.37886,                0.95577,                0.78031,                0.83502,                0.88132,                0.76764,                0.30261,                0.57251,                0.74345,              0.0011602,              0.0011602,              0.0011602
                     60,                0.31334,                0.38909,                0.95727,                0.85423,                0.86332,                0.92283,                0.80776,                 0.3088,                0.38208,                0.74064,              0.0011555,              0.0011555,              0.0011555
                     61,                  0.322,                0.35119,                0.96996,                   0.83,                0.91314,                0.91586,                0.80075,                0.30639,                0.44592,                 0.7393,              0.0011508,              0.0011508,              0.0011508
                     62,                0.31081,                0.34439,                0.95221,                0.74832,                0.81481,                 0.8198,                0.71618,                0.31572,                0.52896,                0.76049,              0.0011461,              0.0011461,              0.0011461
                     63,                0.29982,                0.36507,                0.95393,                0.88448,                0.74201,                0.86084,                0.71645,                0.92262,                0.89178,                 1.1871,              0.0011413,              0.0011413,              0.0011413
                     64,                 0.3111,                0.35858,                0.94937,                0.78617,                0.77077,                0.85062,                0.74078,                0.33813,                0.53281,                0.78892,              0.0011366,              0.0011366,              0.0011366
                     65,                0.31588,                0.36527,                0.96247,                0.91898,                0.81668,                0.95919,                0.86358,                0.29729,                0.41303,                0.75785,              0.0011319,              0.0011319,              0.0011319
                     66,                0.30497,                 0.3396,                0.95547,                0.80932,                0.85138,                0.91983,                  0.806,                0.26898,                0.35732,                0.76119,              0.0011272,              0.0011272,              0.0011272
                     67,                0.30692,                0.33933,                 0.9634,                0.47536,                0.59627,                0.47449,                 0.1618,                 2.8516,                  2.593,                 5.0895,              0.0011225,              0.0011225,              0.0011225
                     68,                 0.3069,                0.34976,                0.95338,                0.94602,                0.77688,                 0.9307,                0.84089,                0.27415,                0.39535,                0.74238,              0.0011178,              0.0011178,              0.0011178
                     69,                 0.3137,                0.36319,                0.95601,                0.86252,                0.83599,                0.82629,                0.69869,                0.41098,                0.66831,                0.85652,               0.001113,               0.001113,               0.001113
                     70,                 0.3283,                0.36623,                0.98389,                0.88459,                0.84428,                0.90486,                0.80956,                0.34534,                0.50021,                0.84209,              0.0011083,              0.0011083,              0.0011083
                     71,                0.30406,                0.34249,                0.95778,                0.85719,                0.88069,                0.92356,                0.79632,                0.32052,                0.40805,                0.79287,              0.0011036,              0.0011036,              0.0011036
                     72,                0.29614,                0.32006,                0.94461,                0.90824,                0.82508,                0.88477,                0.76221,                0.33463,                0.41878,                0.81402,              0.0010989,              0.0010989,              0.0010989
                     73,                0.30386,                0.34914,                0.95536,                0.79322,                0.81136,                0.82896,                0.73368,                0.33581,                0.60337,                0.75647,              0.0010942,              0.0010942,              0.0010942
                     74,                0.30214,                0.34674,                0.96274,                0.63035,                0.42761,                0.42076,                0.20713,                 2.4382,                 3.8614,                 3.1782,              0.0010895,              0.0010895,              0.0010895
                     75,                0.31197,                0.35234,                0.96861,                0.83832,                0.79342,                0.80194,                0.72391,                0.25414,                0.52097,                0.71646,              0.0010848,              0.0010848,              0.0010848
                     76,                0.30222,                0.36163,                0.95302,                0.85897,                0.81481,                0.80492,                0.72378,                0.28689,                0.50031,                0.74626,                0.00108,                0.00108,                0.00108
                     77,                0.31127,                0.34693,                0.95963,                0.50108,                0.51601,                0.59251,                0.23307,                 2.0498,                 2.1067,                 2.5666,              0.0010753,              0.0010753,              0.0010753
                     78,                0.29795,                0.36419,                0.95544,                0.79713,                0.78451,                0.78052,                0.67731,                0.36131,                0.56108,                0.79121,              0.0010706,              0.0010706,              0.0010706
                     79,                0.31182,                0.32226,                0.94134,                 0.5888,                0.93608,                0.85967,                0.74661,                0.33001,                0.61407,                0.75019,              0.0010659,              0.0010659,              0.0010659
                     80,                0.28874,                0.31352,                0.93112,                0.92474,                0.79111,                0.88998,                0.77431,                 0.3249,                0.43951,                0.76578,              0.0010612,              0.0010612,              0.0010612
                     81,                0.31143,                0.35323,                0.96894,                0.88645,                0.81162,                0.81507,                0.73094,                0.26867,                0.48132,                  0.742,              0.0010565,              0.0010565,              0.0010565
                     82,                0.29932,                0.32906,                0.95445,                0.88312,                0.78451,                0.83515,                0.74057,                0.27217,                0.55158,                0.75146,              0.0010517,              0.0010517,              0.0010517
                     83,                  0.301,                0.33228,                 0.9462,                0.89163,                0.78945,                0.86244,                0.75809,                0.29413,                0.47083,                0.76057,               0.001047,               0.001047,               0.001047
                     84,                0.29965,                0.33258,                  0.952,                0.83558,                0.78451,                0.78069,                 0.6771,                0.37899,                0.64405,                0.81297,              0.0010423,              0.0010423,              0.0010423
                     85,                0.30318,                0.30982,                0.94948,                0.91409,                0.78733,                0.85579,                0.72426,                0.27796,                0.50807,                0.75525,              0.0010376,              0.0010376,              0.0010376
                     86,                0.27546,                0.32297,                0.94103,                0.71324,                0.84982,                0.92764,                0.57083,                 1.8696,                 1.3667,                 3.0397,              0.0010329,              0.0010329,              0.0010329
                     87,                0.30448,                0.34422,                0.96618,                0.89712,                0.80943,                0.92759,                0.79301,                0.40482,                 0.4124,                0.80863,              0.0010282,              0.0010282,              0.0010282
                     88,                0.29812,                0.34191,                0.93412,                0.82248,                0.71083,                0.67819,                0.59586,                0.30528,                0.73249,                0.73518,              0.0010234,              0.0010234,              0.0010234
                     89,                0.29077,                0.31086,                0.95212,                0.90098,                0.82316,                0.94575,                0.83381,                0.30365,                0.44539,                0.76316,              0.0010187,              0.0010187,              0.0010187
                     90,                 0.2748,                0.29271,                0.93265,                0.91276,                 0.8167,                0.96103,                0.85957,                0.29134,                0.43844,                0.73086,               0.001014,               0.001014,               0.001014
                     91,                0.30862,                0.34945,                0.95958,                0.90564,                0.84163,                0.93275,                0.82473,                0.25765,                0.38563,                0.72722,              0.0010093,              0.0010093,              0.0010093
                     92,                0.27922,                0.32627,                0.93604,                0.89804,                0.75712,                0.84392,                0.75328,                0.33583,                0.57018,                 0.7569,              0.0010046,              0.0010046,              0.0010046
                     93,                0.29167,                0.30899,                0.94601,                0.88797,                0.73888,                0.89929,                 0.6962,                 1.0463,                  1.024,                  1.348,             0.00099987,             0.00099987,             0.00099987
                     94,                0.29924,                0.31157,                0.94907,                0.96028,                0.99255,                  0.995,                0.86997,                0.42109,                0.67701,                0.82291,             0.00099516,             0.00099516,             0.00099516
                     95,                0.29627,                0.33572,                0.94835,                0.84352,                0.83871,                0.88754,                0.79824,                0.27066,                0.44507,                0.76217,             0.00099044,             0.00099044,             0.00099044
                     96,                 0.2838,                0.31412,                0.93921,                0.82084,                0.80025,                0.85125,                0.76191,                0.28944,                0.60236,                 0.7277,             0.00098572,             0.00098572,             0.00098572
                     97,                0.28852,                0.31967,                0.94726,                0.91658,                0.78694,                0.98039,                0.86207,                0.28217,                0.34744,                0.74321,             0.00098101,             0.00098101,             0.00098101
                     98,                0.29127,                0.32159,                0.95289,                0.91735,                0.84494,                0.95244,                0.84852,                0.32075,                0.36989,                0.75351,             0.00097629,             0.00097629,             0.00097629
                     99,                0.27657,                0.29559,                0.94716,                0.84418,                0.92652,                0.93172,                0.81952,                0.34089,                0.43135,                0.80854,             0.00097158,             0.00097158,             0.00097158
                    100,                0.27955,                0.29577,                0.94546,                0.87731,                0.79335,                0.91834,                0.77331,                0.45592,                0.55243,                0.96699,             0.00096686,             0.00096686,             0.00096686
                    101,                0.27766,                0.30419,                0.94257,                0.86959,                 0.8433,                0.95733,                0.84733,                0.27577,                0.42115,                 0.7347,             0.00096215,             0.00096215,             0.00096215
                    102,                0.27406,                  0.293,                0.93069,                0.89641,                0.80342,                0.85936,                0.75686,                0.25946,                0.43508,                 0.7375,             0.00095743,             0.00095743,             0.00095743
                    103,                0.27177,                0.30404,                0.93431,                0.79282,                0.91306,                0.96442,                0.84766,                0.28422,                0.36992,                0.75714,             0.00095271,             0.00095271,             0.00095271
                    104,                0.28834,                0.29363,                0.95163,                0.85353,                0.94539,                  0.995,                0.85806,                0.26306,                0.27321,                0.72149,               0.000948,               0.000948,               0.000948
                    105,                0.27697,                0.30375,                0.92219,                0.79709,                0.89562,                0.87801,                0.77573,                0.25568,                0.50742,                0.70001,             0.00094328,             0.00094328,             0.00094328
                    106,                0.27487,                0.30461,                0.93992,                0.93573,                0.80285,                0.93142,                 0.7046,                0.76719,                 1.2191,                 1.0775,             0.00093857,             0.00093857,             0.00093857
                    107,                0.29722,                0.30687,                0.95603,                 0.9119,                0.81684,                0.96229,                0.86235,                0.27004,                0.44479,                0.71627,             0.00093385,             0.00093385,             0.00093385
                    108,                0.29253,                0.30443,                0.94867,                0.74819,                 0.9964,                0.91291,                0.82271,                0.35246,                0.86299,                0.81514,             0.00092914,             0.00092914,             0.00092914
                    109,                0.28545,                0.31337,                0.94504,                0.95071,                0.81357,                0.95748,                0.84777,                0.50726,                0.48432,                 1.0031,             0.00092442,             0.00092442,             0.00092442
                    110,                0.27826,                0.30848,                0.93549,                0.90651,                0.95587,                0.96908,                0.78032,                0.51152,                0.56702,                0.93066,              0.0009197,              0.0009197,              0.0009197
                    111,                0.29476,                0.30854,                0.94173,                0.92329,                0.82735,                0.92835,                0.81598,                0.28269,                0.37039,                0.71633,             0.00091499,             0.00091499,             0.00091499
                    112,                0.29187,                0.32002,                0.95537,                  0.802,                0.98508,                  0.995,                0.88275,                0.34386,                0.34034,                0.80039,             0.00091027,             0.00091027,             0.00091027
                    113,                0.28969,                0.30557,                0.94836,                0.82645,                0.99034,                  0.995,                0.88144,                 0.2835,                0.30116,                0.72809,             0.00090556,             0.00090556,             0.00090556
                    114,                0.27422,                0.30682,                0.93255,                0.81956,                      1,                0.98546,                0.88058,                0.30005,                0.49581,                0.76531,             0.00090084,             0.00090084,             0.00090084
                    115,                0.28984,                 0.2974,                0.94518,                0.78189,                0.83827,                 0.9361,                0.82657,                0.30636,                0.44426,                0.74164,             0.00089613,             0.00089613,             0.00089613
                    116,                0.27405,                0.29322,                0.93439,                0.85538,                0.81248,                0.90981,                0.79793,                0.30824,                0.61061,                0.78185,             0.00089141,             0.00089141,             0.00089141
                    117,                0.28218,                 0.2947,                0.94566,                0.92722,                0.78693,                0.95003,                0.83571,                0.26971,                0.43477,                0.71613,             0.00088669,             0.00088669,             0.00088669
                    118,                0.27726,                0.29182,                0.93766,                0.84809,                0.96175,                0.99333,                0.87566,                0.24051,                0.36889,                0.70138,             0.00088198,             0.00088198,             0.00088198
                    119,                0.27165,                0.29093,                0.93571,                0.82217,                0.97604,                0.98857,                0.89128,                0.28941,                0.32288,                0.70978,             0.00087726,             0.00087726,             0.00087726
                    120,                0.28145,                0.29951,                0.93371,                0.88296,                0.78451,                0.91436,                0.80612,                0.28826,                0.46971,                0.77394,             0.00087255,             0.00087255,             0.00087255
                    121,                   0.28,                0.29223,                0.94231,                0.85922,                0.90734,                 0.9712,                0.86682,                0.26185,                0.34053,                0.71467,             0.00086783,             0.00086783,             0.00086783
                    122,                0.28452,                0.30974,                0.94052,                0.87557,                0.96296,                0.98122,                0.87305,                0.24047,                0.24181,                0.70121,             0.00086312,             0.00086312,             0.00086312
                    123,                0.28453,                0.29182,                0.95377,                0.79108,                 0.9113,                0.97179,                0.85576,                0.35364,                0.43452,                0.81229,              0.0008584,              0.0008584,              0.0008584
                    124,                0.28315,                0.29549,                0.94694,                 0.8073,                0.99465,                 0.9869,                0.86915,                0.28886,                0.31529,                0.74397,             0.00085368,             0.00085368,             0.00085368
                    125,                0.28137,                0.28324,                 0.9399,                0.89849,                0.81633,                0.94177,                0.84388,                0.29249,                0.48559,                0.74424,             0.00084897,             0.00084897,             0.00084897
                    126,                0.28938,                0.31293,                0.94364,                0.90373,                0.79399,                0.94361,                0.85398,                 0.3365,                0.45932,                0.78443,             0.00084425,             0.00084425,             0.00084425
                    127,                0.28154,                0.28466,                0.94248,                0.88622,                0.72246,                0.83074,                0.76507,                0.34014,                0.63557,                0.83908,             0.00083954,             0.00083954,             0.00083954
                    128,                0.28621,                0.28362,                0.94948,                0.61875,                0.83976,                0.79862,                0.69926,                0.43316,                0.70742,                 0.8896,             0.00083482,             0.00083482,             0.00083482
                    129,                0.27152,                0.29453,                0.94473,                0.93449,                0.82757,                0.92211,                0.82574,                0.31863,                0.49799,                0.76099,             0.00083011,             0.00083011,             0.00083011
                    130,                0.29418,                0.28072,                 0.9554,                0.90601,                0.81685,                0.96583,                 0.8628,                0.28586,                0.44384,                0.75347,             0.00082539,             0.00082539,             0.00082539
                    131,                0.28906,                 0.2813,                0.96453,                0.80346,                0.99606,                0.98727,                0.86349,                0.39809,                0.41061,                0.86476,             0.00082067,             0.00082067,             0.00082067
                    132,                 0.2876,                0.28448,                0.94663,                0.89352,                0.91702,                0.94676,                0.83687,                0.28333,                0.31675,                0.72597,             0.00081596,             0.00081596,             0.00081596
                    133,                0.28757,                0.29844,                0.95961,                0.86672,                0.81689,                0.92487,                0.82236,                0.24119,                0.37887,                0.69648,             0.00081124,             0.00081124,             0.00081124
                    134,                0.28744,                0.28145,                0.94205,                0.78327,                0.88889,                0.92608,                0.83352,                 0.3267,                0.54814,                0.74832,             0.00080653,             0.00080653,             0.00080653
                    135,                0.27802,                0.28571,                0.93327,                0.94476,                 0.7905,                 0.9819,                0.87533,                0.23375,                0.36854,                0.69731,             0.00080181,             0.00080181,             0.00080181
                    136,                0.27503,                0.27883,                0.93471,                0.85903,                0.78451,                0.76285,                0.68643,                0.30661,                0.62031,                0.75277,              0.0007971,              0.0007971,              0.0007971
                    137,                0.28001,                0.28996,                0.94013,                0.86803,                0.78451,                0.83188,                0.73393,                0.27067,                0.43867,                 0.6997,             0.00079238,             0.00079238,             0.00079238
                    138,                  0.281,                0.28394,                0.94945,                0.87059,                0.78535,                0.84833,                0.75319,                0.33863,                0.46717,                0.76821,             0.00078766,             0.00078766,             0.00078766
                    139,                0.26877,                0.28837,                0.93031,                0.87649,                0.78451,                0.80778,                0.73403,                0.32688,                0.49422,                0.79345,             0.00078295,             0.00078295,             0.00078295
                    140,                0.27123,                0.26881,                0.93275,                0.81709,                0.80189,                0.74114,                0.66506,                0.23278,                 0.5269,                0.69313,             0.00077823,             0.00077823,             0.00077823
                    141,                0.26598,                0.27722,                0.92309,                0.90231,                0.75421,                0.75774,                0.67369,                0.26518,                0.52937,                0.73475,             0.00077352,             0.00077352,             0.00077352
                    142,                0.27617,                0.27546,                0.94125,                0.83295,                0.58205,                0.67269,                0.48882,                 1.6256,                 1.2441,                 2.4638,              0.0007688,              0.0007688,              0.0007688
                    143,                0.26651,                0.27431,                0.93233,                0.90725,                 0.8378,                0.89649,                0.81718,                0.29426,                0.41617,                0.76486,             0.00076409,             0.00076409,             0.00076409
                    144,                0.26065,                0.27604,                0.92394,                 0.8801,                0.94494,                0.98883,                0.86647,                0.28183,                0.29553,                0.73939,             0.00075937,             0.00075937,             0.00075937
                    145,                0.26048,                0.28191,                 0.9209,                0.85158,                 0.8873,                 0.9406,                0.83236,                0.32959,                0.37168,                0.77828,             0.00075465,             0.00075465,             0.00075465
                    146,                0.27281,                0.29055,                0.93886,                0.92688,                0.71964,                0.89392,                0.78915,                0.28258,                0.48294,                0.72825,             0.00074994,             0.00074994,             0.00074994
                    147,                0.26138,                0.27087,                0.91879,                0.86881,                0.80063,                0.84484,                0.75183,                0.20752,                0.48843,                 0.6864,             0.00074522,             0.00074522,             0.00074522
                    148,                0.26339,                0.27141,                0.92471,                0.90898,                0.80339,                0.86394,                0.77883,                0.23715,                0.42428,                0.70004,             0.00074051,             0.00074051,             0.00074051
                    149,                0.25696,                 0.2606,                0.93206,                0.80421,                0.81098,                0.78843,                0.71106,                  0.245,                0.62464,                0.71594,             0.00073579,             0.00073579,             0.00073579
                    150,                0.25956,                0.26843,                 0.9325,                0.92819,                0.81619,                0.89378,                0.78252,                0.29714,                0.43266,                 0.7682,             0.00073108,             0.00073108,             0.00073108
                    151,                0.27107,                0.25535,                0.94466,                0.91839,                0.81757,                0.89622,                0.78883,                0.25881,                0.42742,                0.71096,             0.00072636,             0.00072636,             0.00072636
                    152,                 0.2586,                0.27721,                 0.9279,                0.89726,                0.81814,                0.84394,                0.75562,                0.23974,                0.41759,                0.68225,             0.00072164,             0.00072164,             0.00072164
                    153,                0.26184,                0.27674,                0.92752,                0.86821,                0.79572,                0.80888,                0.72655,                0.26002,                 0.4707,                 0.7234,             0.00071693,             0.00071693,             0.00071693
                    154,                0.26041,                0.27867,                0.92497,                0.85536,                 0.8449,                0.83987,                0.73231,                0.25889,                0.39205,                0.69831,             0.00071221,             0.00071221,             0.00071221
                    155,                0.25285,                0.25598,                0.92153,                0.87824,                0.78451,                0.71308,                0.64523,                0.26232,                0.53429,                0.69318,              0.0007075,              0.0007075,              0.0007075
                    156,                 0.2734,                0.28337,                0.93959,                0.86332,                0.76426,                0.72591,                0.65769,                0.27654,                0.68381,                0.71327,             0.00070278,             0.00070278,             0.00070278
                    157,                  0.265,                0.27204,                0.93307,                0.88463,                 0.6936,                0.74732,                0.66623,                0.24811,                0.56217,                0.70304,             0.00069807,             0.00069807,             0.00069807
                    158,                0.26235,                0.26231,                0.94169,                0.83887,                0.75949,                0.83467,                0.65408,                0.95469,                 1.1287,                 1.8798,             0.00069335,             0.00069335,             0.00069335
                    159,                0.25465,                0.25925,                0.92466,                0.92507,                0.78115,                0.91139,                0.82283,                0.24313,                 0.3867,                0.69744,             0.00068864,             0.00068864,             0.00068864
