                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.344,                 2.5606,                 1.9537,                0.14805,                0.38671,                0.17939,                0.09093,                 6.1829,                 7.1601,                 8.5757,             0.00047332,             0.00047332,             0.00047332
                      2,                0.90877,                 1.7162,                 1.5513,                0.32979,                0.69355,                0.50015,                 0.2775,                 6.1006,                 6.1594,                 9.5689,             0.00047957,             0.00047957,             0.00047957
