                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.73613,                 1.1534,                 1.2381,                0.81688,                0.33333,                0.30006,                0.22764,                 1.2496,                 4.2624,                 2.1672,              0.0011956,              0.0011956,              0.0011956
                     35,                0.76242,                 1.1897,                 1.2055,                0.62192,                    0.4,                0.27592,                0.17562,                 1.6284,                 4.1855,                 2.9531,              0.0011956,              0.0011956,              0.0011956
                     36,                0.77329,                 1.1084,                 1.2225,                0.40512,                0.50777,                0.35745,                 0.1684,                 2.0053,                 4.0674,                 3.8702,              0.0011885,              0.0011885,              0.0011885
                     37,                0.75043,                 1.1169,                 1.2068,                 0.2542,                0.36887,                0.17996,                0.09015,                  2.341,                  4.938,                 3.8441,              0.0011814,              0.0011814,              0.0011814
                     38,                0.73514,                 1.0697,                  1.237,                0.50665,                0.26667,                0.20201,                0.11459,                 2.0436,                 5.5245,                 3.5315,              0.0011744,              0.0011744,              0.0011744
                     39,                0.82129,                 1.2484,                 1.2641,                0.97523,                    0.2,                0.31694,                 0.1413,                 1.8908,                 4.4651,                 2.9156,              0.0011673,              0.0011673,              0.0011673
                     40,                0.78777,                 1.1337,                 1.2298,                0.94024,                0.26667,                0.32009,                0.16073,                 1.6241,                 4.5376,                 2.2973,              0.0011602,              0.0011602,              0.0011602
                     41,                0.74927,                  1.166,                 1.1958,                0.07054,                0.46667,                 0.1232,                0.05238,                 2.0247,                 4.4128,                 2.6475,              0.0011531,              0.0011531,              0.0011531
                     42,                0.67304,                0.96299,                  1.211,                0.53291,                0.38649,                0.37114,                0.19687,                 1.2379,                 3.4132,                 1.9073,              0.0011461,              0.0011461,              0.0011461
                     43,                 0.7131,                0.97158,                 1.1937,                0.24615,                    0.6,                0.28328,                 0.1121,                 1.6424,                 3.8508,                 2.5975,               0.001139,               0.001139,               0.001139
                     44,                 0.7183,                 0.9849,                 1.2128,                0.28392,                0.33333,                0.27498,                0.11735,                 1.6138,                 3.6353,                 2.6713,              0.0011319,              0.0011319,              0.0011319
                     45,                0.66604,                 1.0363,                 1.1421,                0.14977,                0.33333,                0.16004,                0.07585,                 1.7643,                 4.2502,                 2.9961,              0.0011248,              0.0011248,              0.0011248
                     46,                 0.7134,                  1.008,                 1.1828,                0.12924,                0.46667,                0.13711,                0.05477,                 2.0406,                 5.0055,                 3.4876,              0.0011178,              0.0011178,              0.0011178
                     47,                0.67874,                0.94227,                 1.1892,                0.36611,                0.06667,                0.01983,                0.00813,                  2.456,                 4.4517,                  3.951,              0.0011107,              0.0011107,              0.0011107
                     48,                 0.6974,                0.94381,                 1.1804,                0.38681,                0.06667,                0.03366,                0.01019,                 2.5392,                 4.5153,                 4.3571,              0.0011036,              0.0011036,              0.0011036
                     49,                 0.7159,                 1.0555,                 1.2144,                0.47826,                    0.2,                 0.1697,                0.04167,                 2.5908,                 5.1955,                 4.2567,              0.0010965,              0.0010965,              0.0010965
                     50,                0.72613,                 0.9935,                 1.1937,                0.46189,                0.26667,                0.18548,                0.06961,                 1.7457,                 4.6214,                  2.724,              0.0010895,              0.0010895,              0.0010895
                     51,                0.67837,                 0.9407,                  1.178,                0.63696,                0.53333,                 0.3528,                0.23694,                 1.2014,                 3.3598,                 1.8379,              0.0010824,              0.0010824,              0.0010824
                     52,                0.64529,                0.86343,                 1.1434,                0.69745,                0.32963,                0.35737,                0.21119,                 1.3924,                 3.8426,                 2.1146,              0.0010753,              0.0010753,              0.0010753
                     53,                0.71985,                0.90183,                 1.1765,                0.75234,                0.13333,                0.07547,                0.01092,                 4.0744,                 4.9021,                 7.8446,              0.0010682,              0.0010682,              0.0010682
                     54,                0.72168,                0.94152,                 1.1731,                0.69061,                    0.2,                0.17075,                0.03792,                  3.796,                 4.6184,                 6.3512,              0.0010612,              0.0010612,              0.0010612
                     55,                0.73454,                0.98319,                 1.2678,                0.43929,                0.13333,                0.04868,                 0.0141,                  4.075,                 4.6505,                 7.8328,              0.0010541,              0.0010541,              0.0010541
                     56,                0.74097,                0.91762,                 1.2057,                0.37814,                0.26667,                0.21115,                0.04359,                 3.5399,                 3.5687,                  5.576,               0.001047,               0.001047,               0.001047
                     57,                 0.6629,                0.92158,                 1.1459,                0.74286,                0.73333,                0.64343,                0.40281,                 1.2226,                 2.3527,                 1.7839,                0.00104,                0.00104,                0.00104
                     58,                0.71051,                 0.9036,                  1.166,                0.72792,                    0.8,                 0.6436,                0.39134,                 1.0211,                 2.5443,                 1.6791,              0.0010329,              0.0010329,              0.0010329
                     59,                0.64413,                0.79205,                 1.1371,                0.56809,                0.86667,                0.66583,                0.41021,                 1.1363,                 2.6109,                  2.012,              0.0010258,              0.0010258,              0.0010258
                     60,                  0.741,                0.90467,                 1.2631,                0.60425,                0.84757,                0.68488,                0.41211,                 1.2459,                  2.331,                 2.0513,              0.0010187,              0.0010187,              0.0010187
                     61,                0.73671,                0.86373,                 1.2202,                0.45452,                0.82752,                0.74504,                0.42697,                 1.3709,                 1.8513,                  2.253,              0.0010117,              0.0010117,              0.0010117
                     62,                0.67633,                0.81885,                 1.1391,                0.77774,                 0.5806,                0.69123,                0.40783,                 1.3877,                 1.9037,                 2.2493,              0.0010046,              0.0010046,              0.0010046
                     63,                0.65903,                0.80796,                 1.1782,                0.85641,                0.62201,                0.73839,                0.42272,                 1.3057,                 1.8656,                 2.2641,             0.00099751,             0.00099751,             0.00099751
